GeneID,Genesymbol,Description,Scientific_name,Common_name,RefSeq_Transcript_accessions,RefSeq_Protein_accessions,SPARCLE_ID,Curation_Status
114607175,SHH,sonic hedgehog signaling molecule,Podarcis muralis,Common wall lizard,XM_028750116.1,XP_028605949.1,12014168,model
114653694,shha,sonic hedgehog signaling molecule a,Erpetoichthys calabaricus,reedfish,XM_028804152.1,XP_028659985.1,12014168,model
114689766,Shh,sonic hedgehog signaling molecule,Peromyscus leucopus,white-footed mouse,XM_028864194.2,XP_028720027.1,12014168,model
114780930,shha,sonic hedgehog signaling molecule a,Denticeps clupeoides,denticle herring,XM_028967790.1,XP_028823623.1,12014168,model
114853419,shha,sonic hedgehog signaling molecule a,Betta splendens,Siamese fighting fish,XM_029146762.2,XP_029002595.1,12014168,model
114901788,SHH,sonic hedgehog signaling molecule,Monodon monoceros,narwhal,XM_029233937.1,XP_029089770.1,11645567,model
115025820,shha,sonic hedgehog signaling molecule a,Cottoperca gobio,,XM_029458293.1,XP_029314153.1,,model
115061170,shha,sonic hedgehog signaling molecule a,Echeneis naucrates,live sharksucker,XM_029529439.1,XP_029385299.1,,model
115084102,SHH,sonic hedgehog signaling molecule,Rhinatrema bivittatum,two-lined caecilian,XM_029588482.1,XP_029444342.1,,model
115130408,shha,sonic hedgehog signaling molecule a,Oncorhynchus nerka,sockeye salmon,XM_029661538.1,XP_029517398.1,,model
115195834,shha,sonic hedgehog signaling molecule a,Salmo trutta,river trout,XM_029756129.1,XP_029611989.1,,model
115304189,SHH,sonic hedgehog signaling molecule,Suricata suricatta,meerkat,XM_029954264.1,XP_029810124.1,,model
115339789,SHH,sonic hedgehog signaling molecule,Aquila chrysaetos chrysaetos,,XM_030010260.1,XP_029866120.1,,model
115394079,shha,sonic hedgehog signaling molecule a,Salarias fasciatus,jewelled blenny,XM_030099236.1,XP_029955096.1,,model
115509428,SHH,sonic hedgehog signaling molecule,Lynx canadensis,Canada lynx,XM_030308891.1,XP_030164751.1,,model
115537142,shha,sonic hedgehog signaling molecule a,Gadus morhua,Atlantic cod,XM_030348845.1,XP_030204705.1,,model
115569557,shha,sonic hedgehog signaling molecule a,Sparus aurata,gilthead seabream,XM_030397532.1,XP_030253392.1,,model
115799560,shha,sonic hedgehog signaling molecule a,Archocentrus centrarchus,flier cichlid,XM_030756784.1,XP_030612644.1,,model
115817055,shha,sonic hedgehog signaling molecule a,Chanos chanos,milkfish,XM_030780296.1,XP_030636156.1,,model
115851619,SHH,sonic hedgehog signaling molecule,Globicephala melas,long-finned pilot whale,XM_030853689.1,XP_030709549.1,,model
115901364,SHH,sonic hedgehog signaling molecule,Camarhynchus parvulus,,XM_030943969.1,XP_030799829.1,,model
116045345,shha,sonic hedgehog signaling molecule a,Sander lucioperca,pikeperch,XM_031292979.2,XP_031148839.1,,model
116097591,Shh,sonic hedgehog signaling molecule,Mastomys coucha,southern multimammate mouse,XM_031380258.1,XP_031236118.1,,model
116244423,SHH,sonic hedgehog signaling molecule,Phasianus colchicus,Ring-necked pheasant,XM_031616091.1,XP_031471951.1,,model
116314512,shha,sonic hedgehog signaling molecule a,Oreochromis aureus,,XM_031732565.2,XP_031588425.1,,model
116486437,SHH,sonic hedgehog signaling molecule,Aythya fuligula,tufted duck,XM_032182668.1,XP_032038559.1,,model
116522739,SHH,sonic hedgehog signaling molecule,Thamnophis elegans,Western terrestrial garter snake,XM_032237758.1,XP_032093649.1,,model
116527795,SHH,sonic hedgehog signaling molecule,Sapajus apella,tufted capuchin,XM_032244901.1,XP_032100792.1,,model
116569238,SHH,sonic hedgehog signaling molecule,Mustela erminea,ermine,XM_032305348.1,XP_032161239.1,,model
116625639,SHH,sonic hedgehog signaling molecule,Phoca vitulina,harbor seal,XM_032394350.1,XP_032250241.1,,model
116672387,shha,sonic hedgehog signaling molecule a,Etheostoma spectabile,orangethroat darter,XM_032504207.1,XP_032360098.1,,model
116712358,shha,sonic hedgehog signaling molecule a,Xiphophorus hellerii,green swordtail,XM_032552225.1,XP_032408116.1,,model
116759433,SHH,sonic hedgehog signaling molecule,Phocoena sinus,vaquita,XM_032643202.1,XP_032499093.1,,model
116799479,SHH,sonic hedgehog signaling molecule,Chiroxiphia lanceolata,lance-tailed manakin,XM_032712663.1,XP_032568554.1,,model
116809362,SHH,sonic hedgehog signaling molecule,Hylobates moloch,silvery gibbon,XM_032753204.1,XP_032609095.1,,model
116826862,SHH,sonic hedgehog signaling molecule,Chelonoidis abingdonii,Abingdon island giant tortoise,XM_032783884.1,XP_032639775.1,,model
116856725,SHH,sonic hedgehog signaling molecule,Lontra canadensis,Northern American river otter,XM_032840275.1,XP_032696166.1,,model
116904238,Shh,sonic hedgehog signaling molecule,Rattus rattus,black rat,XM_032907187.1,XP_032763078.1,,model
116965616,SHH,sonic hedgehog signaling molecule,Tyto alba,Barn owl,XM_033009731.1,XP_032865622.1,,model
117000871,SHH,sonic hedgehog signaling molecule,Catharus ustulatus,Swainson's thrush,XM_033068966.1,XP_032924857.1,,model
117018290,SHH,sonic hedgehog signaling molecule,Rhinolophus ferrumequinum,greater horseshoe bat,XM_033099222.1,XP_032955113.1,,model
117055604,SHH,sonic hedgehog signaling molecule,Lacerta agilis,,XM_033165235.1,XP_033021126.1,,model
117073036,SHH,sonic hedgehog signaling molecule,Trachypithecus francoisi,Francois's langur,XM_033193527.1,XP_033049418.1,,model
117654749,SHH,sonic hedgehog signaling molecule,Pantherophis guttatus,,XM_034401618.1,XP_034257509.1,,model
117720757,Shh,sonic hedgehog signaling molecule,Arvicanthis niloticus,African grass rat,XM_034519414.1,XP_034375305.1,,model
117872034,SHH,sonic hedgehog signaling molecule,Trachemys scripta elegans,,XM_034759997.1,XP_034615888.1,,model
118026795,SHH,sonic hedgehog signaling molecule,Mirounga leonina,Southern elephant seal,XM_035029798.1,XP_034885689.1,,model
118091980,SHH,sonic hedgehog signaling molecule,Zootoca vivipara,common lizard,XM_035129645.1,XP_034985536.1,,model
118162426,SHH,sonic hedgehog signaling molecule,Oxyura jamaicensis,ruddy duck,XM_035318556.1,XP_035174447.1,,model
118260147,SHH,sonic hedgehog signaling molecule,Cygnus atratus,black swan,XM_035570205.1,XP_035426098.1,,model
118521216,SHH,sonic hedgehog signaling molecule,Halichoerus grypus,gray seal,XM_036069604.1,XP_035925497.1,,model
118580869,Shh,sonic hedgehog signaling molecule,Onychomys torridus,southern grasshopper mouse,XM_036182874.1,XP_036038767.1,,model
118620273,SHH,sonic hedgehog signaling molecule,Molossus molossus,Pallas's mastiff bat,XM_036247379.1,XP_036103272.1,,model
118679449,SHH,sonic hedgehog signaling molecule,Myotis myotis,,XM_036356222.1,XP_036212115.1,,model
118684217,SHH,sonic hedgehog signaling molecule,Molothrus ater,,XM_036378989.1,XP_036234882.1,,model
118712271,SHH,sonic hedgehog signaling molecule,Pipistrellus kuhlii,Kuhl's pipistrelle,XM_036425836.1,XP_036281729.1,,model
118852186,SHH,sonic hedgehog signaling molecule,Trichosurus vulpecula,common brushtail,XM_036761860.1,XP_036617755.1,,model
118900452,SHH,sonic hedgehog signaling molecule,Balaenoptera musculus,Blue whale,XM_036862806.1,XP_036718701.1,,model
118919593,SHH,sonic hedgehog signaling molecule,Manis pentadactyla,Chinese pangolin,XM_036899667.1,XP_036755562.1,,model
118989379,SHH,sonic hedgehog signaling molecule,Sturnira hondurensis,,XM_037049503.1,XP_036905398.1,,model
119039271,SHH,sonic hedgehog signaling molecule,Artibeus jamaicensis,Jamaican fruit-eating bat,XM_037131961.1,XP_036987856.1,,model
119147258,SHH,sonic hedgehog signaling molecule,Falco rusticolus,gyrfalcon,XM_037385975.1,XP_037241872.1,,model
119256260,SHH,sonic hedgehog signaling molecule,Talpa occidentalis,Iberian mole,XM_037524180.1,XP_037380077.1,,model
119533874,SHH,sonic hedgehog signaling molecule,Choloepus didactylus,southern two-toed sloth,XM_037835741.1,XP_037691669.1,,model
119852286,SHH,sonic hedgehog signaling molecule,Dermochelys coriacea,leatherback sea turtle,XM_038393463.1,XP_038249391.1,,model
119936338,SHH,sonic hedgehog signaling molecule,Tachyglossus aculeatus,Australian echidna,XM_038755901.1,XP_038611829.1,,model
120230892,SHH,sonic hedgehog signaling molecule,Hyaena hyaena,striped hyena,XM_039230668.1,XP_039086599.1,,model
120308942,SHH,sonic hedgehog signaling molecule,Crotalus tigris,Tiger rattlesnake,XM_039345667.1,XP_039201601.1,,model
120396688,SHH,sonic hedgehog signaling molecule,Mauremys reevesii,Reeves's turtle,XM_039521729.1,XP_039377663.1,,model
120504293,SHH,sonic hedgehog signaling molecule,Passer montanus,Eurasian tree sparrow,XM_039713673.1,XP_039569607.1,,model
120582128,SHH,sonic hedgehog signaling molecule,Pteropus giganteus,Indian flying fox,XM_039837267.1,XP_039693201.1,,model
120756586,SHH,sonic hedgehog signaling molecule,Hirundo rustica,Barn swallow,XM_040073124.1,XP_039929058.1,,model
120877607,SHH,sonic hedgehog signaling molecule,Oryx dammah,scimitar-horned oryx,XM_040259935.1,XP_040115869.1,,model
120941069,SHH,sonic hedgehog signaling molecule,Rana temporaria,common frog,XM_040354318.1,XP_040210252.1,,model
121002705,SHH,sonic hedgehog signaling molecule,Bufo bufo,common toad,XM_040434162.1,XP_040290096.1,,model
121065945,SHH,sonic hedgehog signaling molecule,Cygnus olor,mute swan,XM_040549133.1,XP_040405067.1,,model
121087407,SHH,sonic hedgehog signaling molecule,Falco naumanni,lesser kestrel,XM_040592384.1,XP_040448318.1,,model
121159271,SHH,sonic hedgehog signaling molecule,Ochotona curzoniae,black-lipped pika,XM_040984237.1,XP_040840171.1,,model
121365209,SHH,sonic hedgehog signaling molecule,Pyrgilauda ruficollis,rufous-necked snowfinch,XM_041489201.1,XP_041345135.1,,model
121440052,Shh,sonic hedgehog signaling molecule,Microtus oregoni,creeping vole,XM_041640773.1,XP_041496707.1,,model
121671739,SHH,sonic hedgehog signaling molecule,Corvus kubaryi,Mariana crow,XM_042043902.1,XP_041899836.1,,model
